event,date,division,rank,name,name_short,country,medal,date_raw,_page
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Super Heavy (92+kg) Youth Men,3,ROULIAS STYLIANOS,ROULIAS STYLIANOS,GRE,Bronze,,147
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Super Heavy (92+kg) Youth Men,3,CHOI INHO,CHOI INHO,KOR,Bronze,,147
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Super Heavy (92+kg) Youth Men,5,OUCHAOU AMIN_YOUNES,OUCHAOU AMIN_YOUNES,GER,,,147
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Super Heavy (92+kg) Youth Men,5,RHYTHM RHYTHM,RHYTHM RHYTHM,IND,,,147
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Super Heavy (92+kg) Youth Men,5,YERMOLENKO IVAN,YERMOLENKO IVAN,KAZ,,,147
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Super Heavy (92+kg) Youth Men,5,SHARIKADZE TARIEL,SHARIKADZE TARIEL,GEO,,,147
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Welter (63-66kg) Youth Women,1,SEIDISH BAKYT,SEIDISH BAKYT,KAZ,Gold,2022-12-01 11:05,148
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Welter (63-66kg) Youth Women,2,SCHUENEMANN CARLOTTA,SCHUENEMANN CARLOTTA,GER,Silver,2022-12-01 11:05,148
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Welter (63-66kg) Youth Women,3,RICHOL MAELYS,RICHOL MAELYS,FRA,Bronze,2022-12-01 11:05,148
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Welter (63-66kg) Youth Women,3,ALVAREZ_FRANCO JULIANNYS_NAZARETH,ALVAREZ_FRANCO JULIANNYS_NAZARETH,VEN,Bronze,2022-12-01 11:05,148
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Welter (63-66kg) Youth Women,5,JANKOWIAK ALEKSANDRA_AGNIESZKA,JANKOWIAK ALEKSANDRA_AGNIESZKA,POL,,2022-12-01 11:05,148
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Welter (63-66kg) Youth Women,5,ZARBERGA KITIJA,ZARBERGA KITIJA,LAT,,2022-12-01 11:05,148
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Welter (63-66kg) Youth Women,5,BAYARJAVKHLAN NAMUUNDARI,BAYARJAVKHLAN NAMUUNDARI,MGL,,2022-12-01 11:05,148
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Welter (63-66kg) Youth Women,5,JOKINEN VIIVI MINEA,JOKINEN VIIVI MINEA,FIN,,2022-12-01 11:05,148
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Welter (63.5-67kg) Youth Men,1,UMMATALIEV JAVOKHIR,UMMATALIEV JAVOKHIR,UZB,Gold,2022-12-01,149
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Welter (63.5-67kg) Youth Men,2,MURSAL NURBEK,MURSAL NURBEK,KAZ,Silver,2022-12-01,149
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Welter (63.5-67kg) Youth Men,3,BARNES LEVI,BARNES LEVI,ENG,Bronze,2022-12-01,149
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Welter (63.5-67kg) Youth Men,3,DONOVAN JAMES FRANCIS,DONOVAN JAMES FRANCIS,IRL,Bronze,2022-12-01,149
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Welter (63.5-67kg) Youth Men,5,HAKOBYAN ARES,HAKOBYAN ARES,ARM,,2022-12-01,149
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Welter (63.5-67kg) Youth Men,5,BAUER LERCHE LUKAS,BAUER LERCHE LUKAS,DEN,,2022-12-01,149
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Welter (63.5-67kg) Youth Men,5,FORCADES_MENA JORGE_DANIEL,FORCADES_MENA JORGE_DANIEL,CUB,,2022-12-01,149
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Welter (63.5-67kg) Youth Men,5,HUSSEIN YOUSIF_NAEEM_HUSSEIN,HUSSEIN YOUSIF_NAEEM_HUSSEIN,IRQ,,2022-12-01,149
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Welter (63.5-67kg) Youth Men,1,UMMATALIEV JAVOKHIR,UMMATALIEV JAVOKHIR,UZB,Gold,,150
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Welter (63.5-67kg) Youth Men,2,MURSAL NURBEK,MURSAL NURBEK,KAZ,Silver,,150
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Welter (63.5-67kg) Youth Men,3,BARNES LEVI,BARNES LEVI,ENG,Bronze,,150
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Welter (63.5-67kg) Youth Men,3,DONOVAN JAMES_FRANCIS,DONOVAN JAMES_FRANCIS,IRL,Bronze,,150
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Welter (63.5-67kg) Youth Men,5,HAKOBYAN ARES,HAKOBYAN ARES,ARM,,,150
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Welter (63.5-67kg) Youth Men,5,BAUER_LERCHE LUKAS,BAUER_LERCHE LUKAS,DEN,,,150
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Welter (63.5-67kg) Youth Men,5,FORCADES_MENA JORGE_DANIEL,FORCADES_MENA JORGE_DANIEL,CUB,,,150
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Welter (63.5-67kg) Youth Men,5,HUSSEIN_YOUSIF_NAEEM_HUSSEIN,HUSSEIN_YOUSIF_NAEEM_HUSSEIN,IRQ,,,150
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Pool winner-Welter (63.5-67kg) Youth Men,1,UMMATALIEV JAVOKHIR,UMMATALIEV JAVOKHIR,UZB,,,151
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Pool winner-Welter (63.5-67kg) Youth Men,2,MURSAL NURBEK,MURSAL NURBEK,KAZ,,,151
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Pool winner-Welter (63.5-67kg) Youth Men,3,BARNES LEVI,BARNES LEVI,ENG,,,151
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Pool winner-Welter (63.5-67kg) Youth Men,3,DONOVAN JAMES FRANCIS,DONOVAN JAMES FRANCIS,IRL,,,151
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Pool winner-Welter (63.5-67kg) Youth Men,5,HAKOBYAN ARES,HAKOBYAN ARES,ARM,,,151
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Pool winner-Welter (63.5-67kg) Youth Men,5,BAUER LERCHE LUKAS,BAUER LERCHE LUKAS,DEN,,,151
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Pool winner-Welter (63.5-67kg) Youth Men,5,FORCADES MENA JORGE DANIEL,FORCADES MENA JORGE DANIEL,CUB,,,151
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Pool winner-Welter (63.5-67kg) Youth Men,5,HUSSEIN YOUSIF NAEEM HUSSEIN,HUSSEIN YOUSIF NAEEM HUSSEIN,IRQ,,,151
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Feather (54-57kg) Youth Women,1,PEREZ YOSLEINE GUADALUPE,PEREZ YOSLEINE GUADALUPE,USA,Gold,,154
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Feather (54-57kg) Youth Women,2,ARI ASYA,ARI ASYA,GER,Silver,,154
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Feather (54-57kg) Youth Women,3,SUREMENELI SILA,SUREMENELI SILA,TUR,Bronze,,154
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Feather (54-57kg) Youth Women,3,WHITWORTH EMILY,WHITWORTH EMILY,ENG,Bronze,,154
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Feather (54-57kg) Youth Women,5,SARSENBEK ULZHAN,SARSENBEK ULZHAN,KAZ,,,154
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Feather (54-57kg) Youth Women,5,DAHIYA PREETI,DAHIYA PREETI,IND,,,154
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Feather (54-57kg) Youth Women,5,AL AHMADIEH MARIE-BATHOUL,AL AHMADIEH MARIE-BATHOUL,CAN,,,154
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Feather (54-57kg) Youth Women,5,LEECHAVANK REBECCA,LEECHAVANK REBECCA,IRL,,,154
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Feather (54-57kg) Youth Women,9,MORALES ROJAS TABATA ALEXANDRA,MORALES ROJAS TABATA ALEXANDRA,MEX,,,154
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Feather (54-57kg) Youth Women,9,KRAMARENKO ANASTASIIA,KRAMARENKO ANASTASIIA,UKR,,,154
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Feather (54-57kg) Youth Women,9,CHONGPRONGKLANG NATNICHA,CHONGPRONGKLANG NATNICHA,THA,,,154
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light (57-60kg) Youth Women,1,VAN DER TOORN MAUD,VAN DER TOORN MAUD,NED,Gold,,158
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light (57-60kg) Youth Women,2,DOVHAL TETIANA,DOVHAL TETIANA,UKR,Silver,,158
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light (57-60kg) Youth Women,3,THONGAM KUNJARANI DEVI,THONGAM KUNJARANI DEVI,IND,Bronze,,158
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light (57-60kg) Youth Women,3,KUBALOVA TAMARA,KUBALOVA TAMARA,SVK,Bronze,,158
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light (57-60kg) Youth Women,5,PHOMVICHAI TARARAT,PHOMVICHAI TARARAT,THA,,,158
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light (57-60kg) Youth Women,5,KAYA RUKIYE,KAYA RUKIYE,TUR,,,158
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light (57-60kg) Youth Women,5,KABBOLDA AIGERIM,KABBOLDA AIGERIM,KAZ,,,158
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light (57-60kg) Youth Women,5,MARQUES SILVA RAFAELA,MARQUES SILVA RAFAELA,BRA,,,158
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light (57-60kg) Youth Women,9,FRANTS SIESSA YESSICA MELINA,FRANTS SIESSA YESSICA MELINA,FIN,,,158
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light (57-60kg) Youth Women,9,AKHMEDOVA MOKHIRA,AKHMEDOVA MOKHIRA,UZB,,,158
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light (57-60kg) Youth Women,9,VARELA CARINA,VARELA CARINA,CPV,,,158
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light (57-60kg) Youth Women,9,HORCHE MARTINEZ MARIA,HORCHE MARTINEZ MARIA,ESP,,,158
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light (57-60kg) Youth Women,9,GRIFFITH RANDI ELLEN,GRIFFITH RANDI ELLEN,USA,,,158
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light (57-60kg) Youth Women,9,EUAN SANCHEZ RUBI ESMERALDA,EUAN SANCHEZ RUBI ESMERALDA,MEX,,,158
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light (57-60kg) Youth Women,9,MEREDITH YASMIN ELIZABETH,MEREDITH YASMIN ELIZABETH,IRL,,,158
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light (57-60kg) Youth Women,9,ROBINSON PAIGE,ROBINSON PAIGE,AUS,,,158
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light (57-60kg) Youth Women,17,ADACHI SEINA,ADACHI SEINA,JPN,,,158
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light (57-60kg) Youth Women,17,CYREK ALEKSANDRA ANNA,CYREK ALEKSANDRA ANNA,POL,,,158
IBA Youth Men´s & Women´s World Championships 2022 -2022-11-14,,Light Heavy (75-80kg) Youth Men,1,ZASENOK MYKYTA,ZASENOK MYKYTA,UKR,,,159
IBA Youth Men´s & Women´s World Championships 2022 -2022-11-14,,Light Heavy (75-80kg) Youth Men,2,BOYMATOV RAKHMATULLO,BOYMATOV RAKHMATULLO,UZB,,,159
IBA Youth Men´s & Women´s World Championships 2022 -2022-11-14,,Light Heavy (75-80kg) Youth Men,3,DE OLIVEIRA FILHO RICARDO CANDIDO,DE OLIVEIRA FILHO RICARDO CANDIDO,BRA,,,159
IBA Youth Men´s & Women´s World Championships 2022 -2022-11-14,,Light Heavy (75-80kg) Youth Men,3,REYNOSO VALIENTE LUIS FRANK,REYNOSO VALIENTE LUIS FRANK,CUB,,,159
IBA Youth Men´s & Women´s World Championships 2022 -2022-11-14,,Light Heavy (75-80kg) Youth Men,5,DOGRU MUHAMMED HALIL,DOGRU MUHAMMED HALIL,TUR,,,159
IBA Youth Men´s & Women´s World Championships 2022 -2022-11-14,,Light Heavy (75-80kg) Youth Men,5,TSAMALIDIS MICHAIL,TSAMALIDIS MICHAIL,GRE,,,159
IBA Youth Men´s & Women´s World Championships 2022 -2022-11-14,,Light Heavy (75-80kg) Youth Men,5,KOZAK NIKODEM,KOZAK NIKODEM,POL,,,159
IBA Youth Men´s & Women´s World Championships 2022 -2022-11-14,,Light Heavy (75-80kg) Youth Men,5,RECUNDINO AGUAYO EMILIANO,RECUNDINO AGUAYO EMILIANO,MEX,,,159
IBA Youth Men´s & Women´s World Championships 2022 -2022-11-14,,Light Heavy (75-80kg) Youth Men,9,MIRKOVIC ANTHONY,MIRKOVIC ANTHONY,CRO,,,159
IBA Youth Men´s & Women´s World Championships 2022 -2022-11-14,,Light Heavy (75-80kg) Youth Men,9,MIIKTJANSKI MARTIN,MIIKTJANSKI MARTIN,EST,,,159
IBA Youth Men´s & Women´s World Championships 2022 -2022-11-14,,Light Heavy (75-80kg) Youth Men,9,AIBARULY SULTANBEK,AIBARULY SULTANBEK,KAZ,,,159
IBA Youth Men´s & Women´s World Championships 2022 -2022-11-14,,Light Heavy (75-80kg) Youth Men,9,ADAMYAN HAMLET,ADAMYAN HAMLET,ARM,,,159
IBA Youth Men´s & Women´s World Championships 2022 -2022-11-14,,Light Heavy (75-80kg) Youth Men,9,GJOLENA LUIS,GJOLENA LUIS,ALB,,,159
IBA Youth Men´s & Women´s World Championships 2022 -2022-11-14,,Light Heavy (75-80kg) Youth Men,9,NICOLAEV ADRIAN,NICOLAEV ADRIAN,MDA,,,159
IBA Youth Men´s & Women´s World Championships 2022 -2022-11-14,,Light Heavy (75-80kg) Youth Men,9,O'CONNOR PATRICK JOSEPH,O'CONNOR PATRICK JOSEPH,USA,,,159
IBA Youth Men´s & Women´s World Championships 2022 -2022-11-14,,Light Heavy (75-80kg) Youth Men,9,BEKBOL ERZHANOVICH MURASBEKOV,BEKBOL ERZHANOVICH MURASBEKOV,KGZ,,,159
IBA Youth Men´s & Women´s World Championships 2022 -2022-11-14,,Light Heavy (75-80kg) Youth Men,17,SIDEROV ZHAN-BOZHIDAR,SIDEROV ZHAN-BOZHIDAR,BUL,,,159
IBA Youth Men´s & Women´s World Championships 2022 -2022-11-14,,Light Heavy (75-80kg) Youth Men,17,SHABANI DION,SHABANI DION,GER,,,159
IBA Youth Men´s & Women´s World Championships 2022 -2022-11-14,,Light Heavy (75-80kg) Youth Men,17,CHAUDHARY ROCKEY,CHAUDHARY ROCKEY,IND,,,159
IBA Youth Men´s & Women´s World Championships 2022 -2022-11-14,,Light Heavy (75-80kg) Youth Men,17,COLLINS MURPHY RYAN,COLLINS MURPHY RYAN,IRL,,,159
IBA Youth Men´s & Women´s World Championships 2022 -2022-11-14,,Light Heavy (75-80kg) Youth Men,17,ISMAYILOV FATALI,ISMAYILOV FATALI,AZE,,,159
IBA Youth Men´s & Women´s World Championships 2022 -2022-11-14,,Light Heavy (75-80kg) Youth Men,17,DALE JERICHO,DALE JERICHO,AUS,,,159
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Middle (67-71kg) Youth Men,1,ERKINBOEV FAZLIDDIN,ERKINBOEV FAZLIDDIN,UZB,,,160
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Middle (67-71kg) Youth Men,2,GEMES LEVENTE,GEMES LEVENTE,HUN,,,160
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Middle (67-71kg) Youth Men,3,KARATIS CHRISTOS,KARATIS CHRISTOS,GRE,,,160
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Middle (67-71kg) Youth Men,3,VEITIA LLORENTE PEDRO ALEXIS,VEITIA LLORENTE PEDRO ALEXIS,CUB,,,160
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Middle (67-71kg) Youth Men,5,OSMANLI SULTAN,OSMANLI SULTAN,TUR,,,160
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Middle (67-71kg) Youth Men,5,ARSAEV ADAM ZAYNDIEVICH,ARSAEV ADAM ZAYNDIEVICH,NOR,,,160
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Middle (67-71kg) Youth Men,5,PHOEMSAP THANANCHAI,PHOEMSAP THANANCHAI,THA,,,160
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Middle (67-71kg) Youth Men,5,YEGOROV YEGOR,YEGOROV YEGOR,KAZ,,,160
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Middle (67-71kg) Youth Men,9,ROSALEN PRIETO DAVID EDENEL,ROSALEN PRIETO DAVID EDENEL,ESP,,,160
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Middle (67-71kg) Youth Men,9,LAWABNA HAMZA,LAWABNA HAMZA,ISR,,,160
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Middle (67-71kg) Youth Men,9,BUZIK LEON,BUZIK LEON,CRO,,,160
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Middle (67-71kg) Youth Men,9,GUIDI RONTANI GABRIELE,GUIDI RONTANI GABRIELE,ITA,,,160
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Middle (67-71kg) Youth Men,9,CHAUHAN SAHIL,CHAUHAN SAHIL,IND,,,160
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Middle (67-71kg) Youth Men,9,ANDERSON AMIR OSHEA,ANDERSON AMIR OSHEA,USA,,,160
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Middle (67-71kg) Youth Men,9,SCHAEFER RAMIL,SCHAEFER RAMIL,GER,,,160
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Middle (67-71kg) Youth Men,9,KIM SOO CHAN,KIM SOO CHAN,KOR,,,160
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Middle (67-71kg) Youth Men,17,ANTANOSYAN GARIK,ANTANOSYAN GARIK,ARM,,,160
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Middle (67-71kg) Youth Men,17,NAVARRO SANTIAGO JAZHEEL JESUS,NAVARRO SANTIAGO JAZHEEL JESUS,COL,,,160
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Middle (67-71kg) Youth Men,17,ABREU MATEO RAFAEL ALEXANDER,ABREU MATEO RAFAEL ALEXANDER,DOM,,,160
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Middle (67-71kg) Youth Men,17,HODZIC ELDAR,HODZIC ELDAR,BIH,,,160
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Middle (67-71kg) Youth Men,17,MAHA DMYTRO,MAHA DMYTRO,UKR,,,160
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Middle (67-71kg) Youth Men,17,CHANG YU-HSIEN,CHANG YU-HSIEN,TPE,,,160
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Middle (67-71kg) Youth Men,17,HOVELING KRUSE VICTOR,HOVELING KRUSE VICTOR,DEN,,,160
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Middle (67-71kg) Youth Men,17,LLANOS PEREZ ANGEL GABRIEL,LLANOS PEREZ ANGEL GABRIEL,PUR,,,160
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Middle (67-71kg) Youth Men,17,TOMIC DARIO,TOMIC DARIO,SRB,,,160
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Middle (67-71kg) Youth Men,17,HOLOSTENCO DANIEL,HOLOSTENCO DANIEL,AZE,,,160
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Middle (67-71kg) Youth Men,17,DUGGAN FLOOD BOBBI,DUGGAN FLOOD BOBBI,IRL,,,160
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Middle (67-71kg) Youth Men,17,TURDUBAEV ELDAR,TURDUBAEV ELDAR,KGZ,,,160
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Middle (67-71kg) Youth Men,17,CEDENO ZARRAMEDA JUAN CARLOS,CEDENO ZARRAMEDA JUAN CARLOS,VEN,,,160
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Middle (67-71kg) Youth Men,17,MARMA NIDAS,MARMA NIDAS,LTU,,,160
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Middle (67-71kg) Youth Men,17,KAWABUCHI KAZUSA,KAWABUCHI KAZUSA,JPN,,,160
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Middle (67-71kg) Youth Men,17,NOJOSO JIMI RASMUS,NOJOSO JIMI RASMUS,FIN,,,160
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Middle (67-71kg) Youth Men,33,NGATCHA WANDAJA LARRY BREL,NGATCHA WANDAJA LARRY BREL,CMR,,,160
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Middle (67-71kg) Youth Men,33,URBANSKI ALEKS DANIEL,URBANSKI ALEKS DANIEL,POL,,,160
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Middle (67-71kg) Youth Men,33,DMITRIEJVS ALEKSANDRS,DMITRIEJVS ALEKSANDRS,LAT,,,160
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Middle (67-71kg) Youth Men,33,HORVATH ROMAN,HORVATH ROMAN,SVK,,,160
IBA Youth Men´s & Women´s World Championships 2022,2022-11-14,Middle (71-75kg) Youth Men,1,KHABIBULLAEV TURABEK,KHABIBULLAEV TURABEK,UZB,Gold,2022-11-14,162
IBA Youth Men´s & Women´s World Championships 2022,2022-11-14,Middle (71-75kg) Youth Men,2,TULEMISSOV DAULET,TULEMISSOV DAULET,KAZ,Silver,2022-11-14,162
IBA Youth Men´s & Women´s World Championships 2022,2022-11-14,Middle (71-75kg) Youth Men,3,NOA HADJIT,NOA HADJIT,BEL,Bronze,2022-11-14,162
IBA Youth Men´s & Women´s World Championships 2022,2022-11-14,Middle (71-75kg) Youth Men,3,BARRERA ARIAS KHRISZTHIHAN,BARRERA ARIAS KHRISZTHIHAN,CUB,Bronze,2022-11-14,162
IBA Youth Men´s & Women´s World Championships 2022,2022-11-14,Middle (71-75kg) Youth Men,5,HOVHANNISYAN ALIK,HOVHANNISYAN ALIK,ARM,,2022-11-14,162
IBA Youth Men´s & Women´s World Championships 2022,2022-11-14,Middle (71-75kg) Youth Men,5,DEEPAK DEEPAK,DEEPAK DEEPAK,IND,,2022-11-14,162
IBA Youth Men´s & Women´s World Championships 2022,2022-11-14,Middle (71-75kg) Youth Men,5,KING THOMAS,KING THOMAS,IRL,,2022-11-14,162
IBA Youth Men´s & Women´s World Championships 2022,2022-11-14,Middle (71-75kg) Youth Men,5,AGUILAR HERRERA SAMUEL,AGUILAR HERRERA SAMUEL,MEX,,2022-11-14,162
IBA Youth Men´s & Women´s World Championships 2022,2022-11-14,Middle (71-75kg) Youth Men,9,SEMMO MALEK,SEMMO MALEK,GER,,2022-11-14,162
IBA Youth Men´s & Women´s World Championships 2022,2022-11-14,Middle (71-75kg) Youth Men,9,LEIVA SANTIAGO ANTONIO,LEIVA SANTIAGO ANTONIO,ARG,,2022-11-14,162
