event,date,division,rank,name,name_short,country,medal,date_raw,_page
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Welter (63-66kg) Youth Women,5,JANKOWIAK ALEKSANDRA_AGNIESZKA,JANKOWIAK ALEKSANDRA_AGNIESZKA,POL,,2022-12-01 11:05,148
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Welter (63-66kg) Youth Women,5,ZARBERGA KITIJA,ZARBERGA KITIJA,LAT,,2022-12-01 11:05,148
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Welter (63-66kg) Youth Women,5,BAYARJAVKHLAN NAMUUNDARI,BAYARJAVKHLAN NAMUUNDARI,MGL,,2022-12-01 11:05,148
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Welter (63-66kg) Youth Women,5,JOKINEN VIIVI MINEA,JOKINEN VIIVI MINEA,FIN,,2022-12-01 11:05,148
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Welter (63.5-67kg) Youth Men,1,UMMATALIEV JAVOKHIR,UMMATALIEV JAVOKHIR,UZB,Gold,2022-12-01,149
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Welter (63.5-67kg) Youth Men,2,MURSAL NURBEK,MURSAL NURBEK,KAZ,Silver,2022-12-01,149
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Welter (63.5-67kg) Youth Men,3,BARNES LEVI,BARNES LEVI,ENG,Bronze,2022-12-01,149
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Welter (63.5-67kg) Youth Men,3,DONOVAN JAMES FRANCIS,DONOVAN JAMES FRANCIS,IRL,Bronze,2022-12-01,149
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Welter (63.5-67kg) Youth Men,5,HAKOBYAN ARES,HAKOBYAN ARES,ARM,,2022-12-01,149
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Welter (63.5-67kg) Youth Men,5,BAUER LERCHE LUKAS,BAUER LERCHE LUKAS,DEN,,2022-12-01,149
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Welter (63.5-67kg) Youth Men,5,FORCADES_MENA JORGE_DANIEL,FORCADES_MENA JORGE_DANIEL,CUB,,2022-12-01,149
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Welter (63.5-67kg) Youth Men,5,HUSSEIN YOUSIF_NAEEM_HUSSEIN,HUSSEIN YOUSIF_NAEEM_HUSSEIN,IRQ,,2022-12-01,149
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Welter (63.5-67kg) Youth Men,1,UMMATALIEV JAVOKHIR,UMMATALIEV JAVOKHIR,UZB,Gold,,150
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Welter (63.5-67kg) Youth Men,2,MURSAL NURBEK,MURSAL NURBEK,KAZ,Silver,,150
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Welter (63.5-67kg) Youth Men,3,BARNES LEVI,BARNES LEVI,ENG,Bronze,,150
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Welter (63.5-67kg) Youth Men,3,DONOVAN JAMES_FRANCIS,DONOVAN JAMES_FRANCIS,IRL,Bronze,,150
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Welter (63.5-67kg) Youth Men,5,HAKOBYAN ARES,HAKOBYAN ARES,ARM,,,150
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Welter (63.5-67kg) Youth Men,5,BAUER_LERCHE LUKAS,BAUER_LERCHE LUKAS,DEN,,,150
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Welter (63.5-67kg) Youth Men,5,FORCADES_MENA JORGE_DANIEL,FORCADES_MENA JORGE_DANIEL,CUB,,,150
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",,Welter (63.5-67kg) Youth Men,5,HUSSEIN_YOUSIF_NAEEM_HUSSEIN,HUSSEIN_YOUSIF_NAEEM_HUSSEIN,IRQ,,,150
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Pool winner-Welter (63.5-67kg) Youth Men,1,UMMATALIEV JAVOKHIR,UMMATALIEV JAVOKHIR,UZB,Gold,2022-12-01 11:05,151
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Pool winner-Welter (63.5-67kg) Youth Men,2,MURSAL NURBEK,MURSAL NURBEK,KAZ,Silver,2022-12-01 11:05,151
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Pool winner-Welter (63.5-67kg) Youth Men,3,BARNES LEVI,BARNES LEVI,ENG,Bronze,2022-12-01 11:05,151
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Pool winner-Welter (63.5-67kg) Youth Men,3,DONOVAN JAMES FRANCIS,DONOVAN JAMES FRANCIS,IRL,Bronze,2022-12-01 11:05,151
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Pool winner-Welter (63.5-67kg) Youth Men,5,HAKOBYAN ARES,HAKOBYAN ARES,ARM,,2022-12-01 11:05,151
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Pool winner-Welter (63.5-67kg) Youth Men,5,BAUER LERCHE LUKAS,BAUER LERCHE LUKAS,DEN,,2022-12-01 11:05,151
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Pool winner-Welter (63.5-67kg) Youth Men,5,FORCADES MENA JORGE DANIEL,FORCADES MENA JORGE DANIEL,CUB,,2022-12-01 11:05,151
"IBA Youth Men's & Women's World Championships 2022, Alicante, ESP",2022-12-01,Pool winner-Welter (63.5-67kg) Youth Men,5,HUSSEIN YOUSIF NAEEM HUSSEIN,HUSSEIN YOUSIF NAEEM HUSSEIN,IRQ,,2022-12-01 11:05,151
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Bantam (51-54kg) Youth Men,1,SAKAI YUTA,SAKAI YUTA,JPN,Gold,,152
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Bantam (51-54kg) Youth Men,2,ASHISH ASHISH,ASHISH ASHISH,IND,Silver,,152
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Bantam (51-54kg) Youth Men,3,AYVAZYAN GOR,AYVAZYAN GOR,GEO,Bronze,,152
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Bantam (51-54kg) Youth Men,3,NOROTJEV KHUAJANAZAR,NOROTJEV KHUAJANAZAR,UZB,Bronze,,152
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Bantam (51-54kg) Youth Men,5,BONILLA ANDREY,BONILLA ANDREY,MEX,,,152
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Bantam (51-54kg) Youth Men,5,CULLEN AARON,CULLEN AARON,SCO,,,152
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Bantam (51-54kg) Youth Men,5,LAI YAN-LIN,LAI YAN-LIN,TPE,,,152
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Bantam (51-54kg) Youth Men,5,RYAN GAVIN SHANE,RYAN GAVIN SHANE,IRL,,,152
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Bantam (51-54kg) Youth Men,9,ROZODOLSKYI DENYS,ROZODOLSKYI DENYS,UKR,,,152
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Bantam (51-54kg) Youth Men,9,EMAM ABDALLAH SAIED NASSER MOUHAMAD,EMAM ABDALLAH SAIED NASSER MOUHAMAD,EGY,,,152
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Bantam (51-54kg) Youth Men,9,BRIL DENIS,BRIL DENIS,GER,,,152
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Bantam (51-54kg) Youth Men,9,ERAZO CHACHIA RICHARD JAHIR,ERAZO CHACHIA RICHARD JAHIR,ECU,,,152
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Bantam (51-54kg) Youth Men,9,ARAGTU ILIE,ARAGTU ILIE,MDA,,,152
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Bantam (51-54kg) Youth Men,9,PAMISA ELJAY,PAMISA ELJAY,PHI,,,152
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Bantam (51-54kg) Youth Men,9,SARSENBAYEV ZHANDAULET,SARSENBAYEV ZHANDAULET,KAZ,,,152
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Bantam (51-54kg) Youth Men,9,HONG JIN SEONG,HONG JIN SEONG,KOR,,,152
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Bantam (51-54kg) Youth Men,17,CHOMONOV ASKATBEK,CHOMONOV ASKATBEK,KGZ,,,152
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Bantam (51-54kg) Youth Men,17,ABUSAL WASIM,ABUSAL WASIM,PLE,,,152
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Bantam (51-54kg) Youth Men,17,ENCARNACION MIGUEL ANGEL,ENCARNACION MIGUEL ANGEL,DOM,,,152
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Bantam (51-54kg) Youth Men,17,SCHEMBRI DYSON,SCHEMBRI DYSON,MLT,,,152
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Bantam (51-54kg) Youth Men,17,KETLEY OWEN,KETLEY OWEN,ENG,,,152
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Bantam (51-54kg) Youth Men,17,ISSA ALY,ISSA ALY,CMR,,,152
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Bantam (51-54kg) Youth Men,17,BABAYEV KAMIL,BABAYEV KAMIL,AZE,,,152
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Bantam (51-54kg) Youth Men,17,ALLUHAIBY FAWAZ,ALLUHAIBY FAWAZ,KSA,,,152
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Bantam (51-54kg) Youth Men,17,VELIS ANTONIO REMUS,VELIS ANTONIO REMUS,GRE,,,152
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Bantam (51-54kg) Youth Men,17,SZAFRARC NIKODEM,SZAFRARC NIKODEM,POL,,,152
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Bantam (51-54kg) Youth Men,17,BAYATI NIMA,BAYATI NIMA,IRI,,,152
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Bantam (51-54kg) Youth Men,17,PEKEL AHMET,PEKEL AHMET,TUR,,,152
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Bantam (51-54kg) Youth Men,17,JANICEK MATUS,JANICEK MATUS,SVK,,,152
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Bantam (51-54kg) Youth Men,17,BENSANDAOUN ADAM,BENSANDAOUN ADAM,BEL,,,152
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Bantam (51-54kg) Youth Men,17,BENALI BILAL,BENALI BILAL,FRA,,,152
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Bantam (51-54kg) Youth Men,17,AZIYAN GOR,AZIYAN GOR,ARM,,,152
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Bantam (51-54kg) Youth Men,33,NARVAES JUNIOR ANDRES,NARVAES JUNIOR ANDRES,ARG,,,152
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Bantam (51-54kg) Youth Men,33,VALENZUELA TRUJILLO DANIEL,VALENZUELA TRUJILLO DANIEL,COL,,,152
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Bantam (51-54kg) Youth Men,33,DIMITROV ANDREAS VELINOV,DIMITROV ANDREAS VELINOV,BUL,,,152
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Bantam (51-54kg) Youth Men,33,TREMBLAY VICTOR,TREMBLAY VICTOR,CAN,,,152
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Bantam (51-54kg) Youth Men,33,GUGLIELMINO STEFANO,GUGLIELMINO STEFANO,ITA,,,152
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Feather (54-57kg) Youth Women,1,PEREZ YOSLEINE GUADALUPE,PEREZ YOSLEINE GUADALUPE,USA,,,154
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Feather (54-57kg) Youth Women,2,ARI ASYA,ARI ASYA,GER,,,154
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Feather (54-57kg) Youth Women,3,SUREMENELI SILA,SUREMENELI SILA,TUR,,,154
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Feather (54-57kg) Youth Women,3,WHITWORTH EMILY,WHITWORTH EMILY,ENG,,,154
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Feather (54-57kg) Youth Women,5,SARSENBEK ULZHAN,SARSENBEK ULZHAN,KAZ,,,154
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Feather (54-57kg) Youth Women,5,DAHIYA PREETI,DAHIYA PREETI,IND,,,154
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Feather (54-57kg) Youth Women,5,AL AHMADIEH MARIE-BATHOUL,AL AHMADIEH MARIE-BATHOUL,CAN,,,154
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Feather (54-57kg) Youth Women,5,LEECHAVANK REBECCA,LEECHAVANK REBECCA,IRL,,,154
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Feather (54-57kg) Youth Women,9,MORALES ROJAS TABATA ALEXANDRA,MORALES ROJAS TABATA ALEXANDRA,MEX,,,154
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Feather (54-57kg) Youth Women,9,KRAMARENKO ANASTASIIA,KRAMARENKO ANASTASIIA,UKR,,,154
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Feather (54-57kg) Youth Women,9,CHONGPRONGKLANG NATNICHA,CHONGPRONGKLANG NATNICHA,THA,,,154
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light (57-60kg) Youth Men,1,ISRAYELYAN ERIK,ISRAYELYAN ERIK,ARM,,,157
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light (57-60kg) Youth Men,2,GORDULAVA GOCHA,GORDULAVA GOCHA,GEO,,,157
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light (57-60kg) Youth Men,3,MC EVOY LEE,MC EVOY LEE,IRL,,,157
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light (57-60kg) Youth Men,3,BIRCHALL NELSON,BIRCHALL NELSON,ENG,,,157
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light (57-60kg) Youth Men,5,HERRERA AGUILAR RAUL,HERRERA AGUILAR RAUL,MEX,,,157
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light (57-60kg) Youth Men,5,AEKPATCHA CHAKHARIN,AEKPATCHA CHAKHARIN,THA,,,157
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light (57-60kg) Youth Men,5,DE LEON CASTRO CARLOS JAMIL,DE LEON CASTRO CARLOS JAMIL,PUR,,,157
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light (57-60kg) Youth Men,5,AHAPOV IVAN,AHAPOV IVAN,UKR,,,157
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light (57-60kg) Youth Men,9,CANTERO ROL ILEXTER,CANTERO ROL ILEXTER,CUB,,,157
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light (57-60kg) Youth Men,9,AKRAM ISA,AKRAM ISA,SCO,,,157
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light (57-60kg) Youth Men,9,DAMDINODJ PUREVDORJ,DAMDINODJ PUREVDORJ,MGL,,,157
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light (57-60kg) Youth Men,9,RODRIGUEZ GALISTEO DANIEL,RODRIGUEZ GALISTEO DANIEL,ESP,,,157
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light (57-60kg) Youth Men,9,MIGUEL GUARDADO DIEGO JAVIER,MIGUEL GUARDADO DIEGO JAVIER,GUA,,,157
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light (57-60kg) Youth Men,9,KATJAA DMITRII,KATJAA DMITRII,FIN,,,157
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light (57-60kg) Youth Men,9,TISYAEV RASUL,TISYAEV RASUL,BEL,,,157
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light (57-60kg) Youth Men,9,ANARBAYEV BAKHTIYAR,ANARBAYEV BAKHTIYAR,KAZ,,,157
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light (57-60kg) Youth Men,17,TAGHIZADE TAJI,TAGHIZADE TAJI,AZE,,,157
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light (57-60kg) Youth Men,17,TOROZBEKOV ALMAZ,TOROZBEKOV ALMAZ,KGZ,,,157
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light (57-60kg) Youth Men,17,TELIPIZ MAXIM,TELIPIZ MAXIM,MDA,,,157
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light (57-60kg) Youth Men,17,JANG DONGHWAN,JANG DONGHWAN,KOR,,,157
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light (57-60kg) Youth Men,17,VALENCIA JULIO DANIER,VALENCIA JULIO DANIER,COL,,,157
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light (57-60kg) Youth Men,17,OTTA TOMAS,OTTA TOMAS,CZE,,,157
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light (57-60kg) Youth Men,17,IONITA FLORIN MARIAN,IONITA FLORIN MARIAN,ROU,,,157
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light (57-60kg) Youth Men,17,WHEATON RETIAS ROBERT,WHEATON RETIAS ROBERT,CAN,,,157
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light (57-60kg) Youth Men,17,HARSH HARSH,HARSH HARSH,IND,,,157
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light (57-60kg) Youth Men,17,BELTRAN CRISALDY,BELTRAN CRISALDY,PHI,,,157
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light (57-60kg) Youth Men,17,BADIR KHALED,BADIR KHALED,ISR,,,157
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light (57-60kg) Youth Men,17,TSVETKOV MAKSIM,TSVETKOV MAKSIM,EST,,,157
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Welter (60-63.5kg) Youth Men,1,VANSHAL VANSHAJ,VANSHAL VANSHAJ,IND,,,161
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Welter (60-63.5kg) Youth Men,2,KAJAIA DEMUR,KAJAIA DEMUR,GEO,,,161
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Welter (60-63.5kg) Youth Men,3,CROCKLEM DEDRICK DESHAWN,CROCKLEM DEDRICK DESHAWN,USA,,,161
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Welter (60-63.5kg) Youth Men,3,ROSKOWICZ BARTLOMIEJ,ROSKOWICZ BARTLOMIEJ,POL,,,161
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Welter (60-63.5kg) Youth Men,5,LIVAZA OMAR,LIVAZA OMAR,KGZ,,,161
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Welter (60-63.5kg) Youth Men,5,MOHAMED OSAMA,MOHAMED OSAMA,ENG,,,161
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Welter (60-63.5kg) Youth Men,5,BUZA RAFAEL,BUZA RAFAEL,HUN,,,161
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Welter (60-63.5kg) Youth Men,5,DAS HALIT,DAS HALIT,TUR,,,161
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Welter (60-63.5kg) Youth Men,9,MKRTCHYAN ARTUR,MKRTCHYAN ARTUR,ARM,,,161
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Welter (60-63.5kg) Youth Men,9,YAROVYI OLEKSANDR,YAROVYI OLEKSANDR,UKR,,,161
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Welter (60-63.5kg) Youth Men,9,KAKKULOV MAMEDOVA ENRIQUE,KAKKULOV MAMEDOVA ENRIQUE,ESP,,,161
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Welter (60-63.5kg) Youth Men,9,ROEKPITJIT SUPHAROEK,ROEKPITJIT SUPHAROEK,THA,,,161
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Welter (60-63.5kg) Youth Men,9,GARCES CUJI ENRIQUE MARIO,GARCES CUJI ENRIQUE MARIO,ECU,,,161
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Welter (60-63.5kg) Youth Men,9,KOSTOUROS PANAGIOTIS,KOSTOUROS PANAGIOTIS,GRE,,,161
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Welter (60-63.5kg) Youth Men,9,YASKEN GHAYENIAN,YASKEN GHAYENIAN,BEL,,,161
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Welter (60-63.5kg) Youth Men,9,SIMMONS CHRISTOPHER ALLAN,SIMMONS CHRISTOPHER ALLAN,PAN,,,161
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Welter (60-63.5kg) Youth Men,17,NOVA TERCEROS LEANDRO,NOVA TERCEROS LEANDRO,BOL,,,161
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Welter (60-63.5kg) Youth Men,17,MAKAROV KAIMUS,MAKAROV KAIMUS,EST,,,161
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Welter (60-63.5kg) Youth Men,17,FAJARDO MARK ASHLEY,FAJARDO MARK ASHLEY,PHI,,,161
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Welter (60-63.5kg) Youth Men,17,TIU DORULET,TIU DORULET,ROU,,,161
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Welter (60-63.5kg) Youth Men,17,CONTRERAS CABRALES SAMUEL GEORGE,CONTRERAS CABRALES SAMUEL GEORGE,ESA,,,161
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Welter (60-63.5kg) Youth Men,17,YOSHIZUMI MASATAKE,YOSHIZUMI MASATAKE,JPN,,,161
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Welter (60-63.5kg) Youth Men,17,PAQUETTE OWEN LANDRY,PAQUETTE OWEN LANDRY,CAN,,,161
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Welter (60-63.5kg) Youth Men,17,KERR SONNY,KERR SONNY,SCO,,,161
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Welter (60-63.5kg) Youth Men,17,HEKAL AHMED MOHAMED ABDELMAWGOUD ABOELEFTOUH,HEKAL AHMED MOHAMED ABDELMAWGOUD ABOELEFTOUH,EGY,,,161
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Welter (60-63.5kg) Youth Men,17,TAIPAROV MADIYAR,TAIPAROV MADIYAR,KAZ,,,161
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Welter (60-63.5kg) Youth Men,17,MC CRORY CONOR,MC CRORY CONOR,IRL,,,161
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Welter (60-63.5kg) Youth Men,17,CARAVAN IANUS,CARAVAN IANUS,MDA,,,161
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Welter (60-63.5kg) Youth Men,17,OLIVERAS HERY GERARDO,OLIVERAS HERY GERARDO,PUR,,,161
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Welter (60-63.5kg) Youth Men,17,SUHONEN EINO JOHANNES,SUHONEN EINO JOHANNES,FIN,,,161
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Welter (60-63.5kg) Youth Men,17,MARRA KALANI,MARRA KALANI,NZL,,,161
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Welter (60-63.5kg) Youth Men,17,PARSI MOHAMMAD,PARSI MOHAMMAD,IRI,,,161
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Welter (60-63.5kg) Youth Men,33,BERMUDEZ GAIBAO LEONARDO JAVIER,BERMUDEZ GAIBAO LEONARDO JAVIER,COL,,,161
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Welter (60-63.5kg) Youth Men,33,PHAM TRAN MINH TRI,PHAM TRAN MINH TRI,VIE,,,161
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Welter (60-63.5kg) Youth Men,33,BULT JESSE-JAMES,BULT JESSE-JAMES,AUS,,,161
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Welter (60-63.5kg) Youth Men,33,LIN JIN-YOU,LIN JIN-YOU,TPE,,,161
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Welter (60-63.5kg) Youth Men,33,BOLTAEV SHAVKATJON,BOLTAEV SHAVKATJON,UZB,,,161
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Welter (60-63.5kg) Youth Men,33,ALMUHAYYATI ABDULLAH,ALMUHAYYATI ABDULLAH,KSA,,,161
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Welter (60-63.5kg) Youth Men,33,AMAYA LUCIANO MATIAS,AMAYA LUCIANO MATIAS,ARG,,,161
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Welter (60-63.5kg) Youth Men,33,ORDA ALS,ORDA ALS,LAT,,,161
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Welter (60-63.5kg) Youth Men,33,LAWANBA OMAR,LAWANBA OMAR,ISR,,,161
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Welter (60-63.5kg) Youth Men,33,TURAJMAN TAMER HINRY HANNA,TURAJMAN TAMER HINRY HANNA,PLE,,,161
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Light Welter (60-63.5kg) Youth Men,33,LEE HYEWONKOOK,LEE HYEWONKOOK,KOR,,,161
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Middle (71-75kg) Youth Men,1,KHABIBULLAEV TURABEK,KHABIBULLAEV TURABEK,UZB,,,162
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Middle (71-75kg) Youth Men,2,TULEMISSOV DAULET,TULEMISSOV DAULET,KAZ,,,162
IBA Youth Men´s & Women´s World Championships 2022 - 2022-11-14,,Middle (71-75kg) Youth Men,3,NOA HADJIT,NOA HADJIT,BEL,,,162
